5213,1592055314,0#0
5213,1592055427,0#0
5213,1592055930,0#0
5213,1592055952,0#0
5213,1592056240,0#0
5213,1592056468,0#0
5213,1592057136,0#0
5213,1592057448,0#0
5213,1592057536,0#0
5213,1592057566,0#0
5213,1592059413,0#0
5213,1592059446,0#0
5213,1592059653,0#0
5213,1592060185,0#0
5213,1592060702,0#0
5213,1592060864,0#0
5213,1592060897,0#0
5213,1592061256,0#0
5213,1592061387,0#0
5213,1592062035,0#0
5213,1592062074,0#0
5213,1592062660,0#0
5213,1592062812,0#0
5213,1592064324,0#0
5213,1592064481,0#0
5213,1592064516,0#0
5213,1592064838,0#0
5213,1592066297,0#0
5213,1592066593,0#0
5213,1592067003,0#0
5213,1592067549,0#0
5213,1592067746,0#0
5213,1592069864,0#0
5213,1592069949,0#0
5213,1592070911,0#0
5213,1592070992,0#0
5213,1592071040,0#0
5213,1592071382,0#0
5213,1592071754,0#0
5213,1592072117,0#0
5213,1592072279,0#0
5213,1592072488,0#0
5213,1592072913,0#0
5213,1592073077,0#0
5213,1592073596,0#0
5213,1592073634,0#0
5213,1592074107,0#0
5213,1592074139,0#0
5213,1592074503,0#0
5213,1592074951,0#0
5213,1592075057,0#0
5213,1592076151,0#0
5213,1592076273,0#0
5213,1592076642,0#0
5213,1592077009,0#0
5213,1592077166,0#0
5213,1592077328,0#0
5213,1592079180,0#0
5213,1592079912,0#0
5213,1592080149,0#0
5213,1592080252,0#0
5213,1592080311,0#0
5213,1592080366,0#0
5213,1592080671,0#0
5213,1592081108,0#0
5213,1592081236,0#0
5213,1592082230,0#0
5213,1592082556,0#0
5213,1592083678,0#0
5213,1592083760,0#0
5213,1592083970,0#0
5213,1592084075,0#0
5213,1592084813,0#0
5213,1592085636,0#0
5213,1592087294,0#0
5213,1592087480,0#0
5213,1592087527,0#0
5213,1592088139,0#0
5213,1592088230,0#0
5213,1592088259,0#0
5213,1592088440,0#0
5213,1592088515,0#0
5213,1592089872,0#0
5213,1592090216,0#0
5213,1592090493,0#0
5213,1592090776,0#0
5213,1592090859,0#0
5213,1592091409,0#0
5213,1592091455,0#0
5213,1592091769,0#0
5213,1592092295,0#0
5213,1592092349,0#0
5213,1592093540,0#0
5213,1592093704,0#0
5213,1592093797,0#0
5213,1592093943,0#0
5213,1592094053,0#0
5213,1592094289,0#0
5213,1592094429,0#0
5213,1592094564,0#0
5213,1592094669,0#0
5213,1592094725,0#0
5213,1592095257,0#0
5213,1592095389,0#0
5213,1592095549,0#0
5213,1592096017,0#0
5213,1592096156,0#0
5213,1592096387,0#0
5213,1592096577,0#0
5213,1592096751,0#0
5213,1592097407,0#0
5213,1592097667,0#0
5213,1592097807,0#0
5213,1592097916,0#0
5213,1592097965,0#0
5213,1592098107,0#0
5213,1592098410,0#0
5213,1592098501,0#0
5213,1592098791,0#0
5213,1592099091,0#0
5213,1592099720,0#0
5213,1592100276,0#0
5213,1592100339,0#0
5213,1592100677,0#0
5213,1592100707,0#0
5213,1592100942,0#0
5213,1592101285,0#0
5213,1592102514,0#0
5213,1592102742,0#0
5213,1592102915,0#0
5213,1592103148,0#0
5213,1592103271,0#0
5213,1592103609,0#0
5213,1592104289,0#0
5213,1592105764,0#0
5213,1592108464,0#0
5213,1592110524,0#0
5213,1592111003,0#0
5213,1592111070,0#0
5213,1592111615,0#0
5213,1592112722,0#0
5213,1592113948,0#0
5213,1592114087,0#0
5213,1592115471,0#0
5213,1592116380,0#0
5213,1592127588,0#0
5213,1592127879,0#0
5213,1592128871,0#0
5213,1592130945,0#0
5213,1592136099,0#0
5213,1592136807,0#0
5213,1592138337,0#0
5213,1592138364,0#0
5213,1592138992,0#0
5213,1592139036,0#0
5213,1592139562,0#0
5213,1592139867,0#0
5213,1592140063,0#0
5213,1592140759,0#0
5213,1592141086,0#0
5213,1592142469,0#0
5213,1592142875,0#0
5213,1592142933,0#0
5213,1592143630,0#0
5213,1592144106,0#0
5213,1592144287,0#0
5213,1592144391,0#0
5213,1592145204,0#0
5213,1592145757,0#0
5213,1592146559,0#0
5213,1592148195,0#0
5213,1592149191,0#0
5213,1592149962,0#0
5213,1592150163,0#0
5213,1592150481,0#0
5213,1592151220,0#0
5213,1592151354,0#0
5213,1592151689,0#0
5213,1592152851,0#0
5213,1592153128,0#0
5213,1592153227,0#0
5213,1592154074,0#0
5213,1592154202,0#0
5213,1592154259,0#0
5213,1592154419,0#0
5213,1592154507,0#0
5213,1592154632,0#0
5213,1592155126,0#0
5213,1592155328,0#0
5213,1592155940,0#0
5213,1592156024,0#0
5213,1592156939,0#0
5213,1592157067,0#0
5213,1592157351,0#0
5213,1592157429,0#0
5213,1592157808,0#0
5213,1592158041,0#0
5213,1592158604,0#0
5213,1592158803,0#0
5213,1592158974,0#0
5213,1592159011,0#0
5213,1592159256,0#0
5213,1592160265,0#0
5213,1592160536,0#0
5213,1592161603,0#0
5213,1592161782,0#0
5213,1592162314,0#0
5213,1592162951,0#0
5213,1592163360,0#0
5213,1592164196,0#0
5213,1592164347,0#0
5213,1592164750,0#0
5213,1592165118,0#0
5213,1592166008,0#0
5213,1592167323,0#0
5213,1592168056,0#0
5213,1592168231,0#0
5213,1592168383,0#0
5213,1592168546,0#0
5213,1592169151,0#0
5213,1592170059,0#0
5213,1592170940,0#0
5213,1592171495,0#0
5213,1592172102,0#0
5213,1592172530,0#0
5213,1592173427,0#0
5213,1592174050,0#0
5213,1592174227,0#0
5213,1592174745,0#0
5213,1592175149,0#0
5213,1592175185,0#0
5213,1592175217,0#0
5213,1592175748,0#0
5213,1592176301,0#0
5213,1592176413,0#0
5213,1592176593,0#0
5213,1592176845,0#0
5213,1592177858,0#0
5213,1592178033,0#0
5213,1592178450,0#0
5213,1592179543,0#0
5213,1592179667,0#0
5213,1592179750,0#0
5213,1592180043,0#0
5213,1592180258,0#0
5213,1592180499,0#0
5213,1592180905,0#0
5213,1592181050,0#0
5213,1592181396,0#0
5213,1592181500,0#0
5213,1592181811,0#0
5213,1592182182,0#0
5213,1592182345,0#0
5213,1592182921,0#0
5213,1592183115,0#0
5213,1592183641,0#0
5213,1592183998,0#0
5213,1592184061,0#0
5213,1592184617,0#0
5213,1592184649,0#0
5213,1592184745,0#0
5213,1592184889,0#0
5213,1592184980,0#0
5213,1592185232,0#0
5213,1592185286,0#0
5213,1592185672,0#0
5213,1592185733,0#0
5213,1592185881,0#0
5213,1592185969,0#0
5213,1592186256,0#0
5213,1592186338,0#0
5213,1592186377,0#0
5213,1592186781,0#0
5213,1592186836,0#0
5213,1592186888,0#0
5213,1592187241,0#0
5213,1592187511,0#0
5213,1592187777,0#0
5213,1592188013,0#0
5213,1592188392,0#0
5213,1592188662,0#0
5213,1592188687,0#0
5213,1592189316,0#0
5213,1592189357,0#0
5213,1592189943,0#0
5213,1592190263,0#0
5213,1592190480,0#0
5213,1592190913,0#0
5213,1592191146,0#0
5213,1592193785,0#0
5213,1592194137,0#0
5213,1592194342,0#0
5213,1592194431,0#0
5213,1592194575,0#0
5213,1592195143,0#0
5213,1592195813,0#0
5213,1592196476,0#0
5213,1592197873,0#0
5213,1592204086,0#0
5213,1592205192,0#0
5213,1592206111,0#0
5213,1592207364,0#0
5213,1592213202,0#0
5213,1592222215,0#0
5213,1592222249,0#0
5213,1592224203,0#0
5213,1592225007,0#0
5213,1592226032,0#0
5213,1592226944,0#0
5213,1592227053,0#0
5213,1592227895,0#0
5213,1592228454,0#0
5213,1592229142,0#0
5213,1592229363,0#0
5213,1592230055,0#0
5213,1592230158,0#0
5213,1592230755,0#0
5213,1592232878,0#0
5213,1592233350,0#0
5213,1592233739,0#0
5213,1592233997,0#0
5213,1592234490,0#0
5213,1592234554,0#0
5213,1592234612,0#0
5213,1592235764,0#0
5213,1592236434,0#0
5213,1592237263,0#0
5213,1592237454,0#0
5213,1592238228,0#0
5213,1592238583,0#0
5213,1592238712,0#0
5213,1592239726,0#0
5213,1592241632,0#0
5213,1592241975,0#0
5213,1592243412,0#0
5213,1592243680,0#0
5213,1592244280,0#0
5213,1592244483,0#0
5213,1592244765,0#0
5213,1592244962,0#0
5213,1592245049,0#0
5213,1592245938,0#0
5213,1592246015,0#0
5213,1592246129,0#0
5213,1592246251,0#0
5213,1592246964,0#0
5213,1592247515,0#0
5213,1592247745,0#0
5213,1592248501,0#0
5213,1592248672,0#0
5213,1592249445,0#0
5213,1592250605,0#0
5213,1592250655,0#0
5213,1592250780,0#0
5213,1592250895,0#0
5213,1592251421,0#0
5213,1592251572,0#0
5213,1592251962,0#0
5213,1592252174,0#0
5213,1592252313,0#0
5213,1592252398,0#0
5213,1592252613,0#0
5213,1592252778,0#0
5213,1592252997,0#0
5213,1592253260,0#0
5213,1592253381,0#0
5213,1592255921,0#0
5213,1592255989,0#0
5213,1592256026,0#0
5213,1592256202,0#0
5213,1592257210,0#0
5213,1592257422,0#0
5213,1592257522,0#0
5213,1592259667,0#0
5213,1592260167,0#0
5213,1592260505,0#0
5213,1592260650,0#0
5213,1592261522,0#0
5213,1592261923,0#0
5213,1592261962,0#0
5213,1592262214,0#0
5213,1592262311,0#0
5213,1592262460,0#0
5213,1592263544,0#0
5213,1592264117,0#0
5213,1592265011,0#0
5213,1592265044,0#0
5213,1592265118,0#0
5213,1592265411,0#0
5213,1592265526,0#0
5213,1592265602,0#0
5213,1592265670,0#0
5213,1592266016,0#0
5213,1592266790,0#0
5213,1592266943,0#0
5213,1592267274,0#0
5213,1592267598,0#0
5213,1592267869,0#0
5213,1592268568,0#0
5213,1592268797,0#0
5213,1592268939,0#0
5213,1592269082,0#0
5213,1592269313,0#0
5213,1592269532,0#0
5213,1592269587,0#0
5213,1592270027,0#0
5213,1592270094,0#0
5213,1592270332,0#0
5213,1592270587,0#0
5213,1592270754,0#0
5213,1592271160,0#0
5213,1592271535,0#0
5213,1592271681,0#0
5213,1592271710,0#0
5213,1592271979,0#0
5213,1592272030,0#0
5213,1592272059,0#0
5213,1592272449,0#0
5213,1592272501,0#0
5213,1592272978,0#0
5213,1592273144,0#0
5213,1592273180,0#0
5213,1592273440,0#0
5213,1592273649,0#0
5213,1592273930,0#0
5213,1592274635,0#0
5213,1592275042,0#0
5213,1592275077,0#0
5213,1592275126,0#0
5213,1592275150,0#0
5213,1592275187,0#0
5213,1592275663,0#0
5213,1592275970,0#0
5213,1592276458,0#0
5213,1592277214,0#0
5213,1592278035,0#0
5213,1592278388,0#0
5213,1592278448,0#0
5213,1592278770,0#0
5213,1592280024,0#0
5213,1592280063,0#0
5213,1592280089,0#0
5213,1592280478,0#0
5213,1592280516,0#0
5213,1592281982,0#0
5213,1592282281,0#0
5213,1592282968,0#0
5213,1592283912,0#0
5213,1592284024,0#0
5213,1592284733,0#0
5213,1592285293,0#0
5213,1592285799,0#0
5213,1592285900,0#0
5213,1592287259,0#0
5213,1592288668,0#0
5213,1592288783,0#0
5213,1592288887,0#0
5213,1592292665,0#0
5213,1592292968,0#0
5213,1592293353,0#0
5213,1592293739,0#0
5213,1592293849,0#0
5213,1592295162,0#0
5213,1592295579,0#0
5213,1592296995,0#0
5213,1592299165,0#0
5213,1592299388,0#0
5213,1592304852,0#0
5213,1592307337,0#0
5213,1592307633,0#0
5213,1592309634,0#0
5213,1592310804,0#0
5213,1592311365,0#0
5213,1592312166,0#0
5213,1592312567,0#0
5213,1592312770,0#0
5213,1592312944,0#0
5213,1592314474,0#0
5213,1592314548,0#0
5213,1592314590,0#0
5213,1592315203,0#0
5213,1592315259,0#0
5213,1592315538,0#0
5213,1592316774,0#0
5213,1592317068,0#0
5213,1592317121,0#0
5213,1592318236,0#0
5213,1592318309,0#0
5213,1592318715,0#0
5213,1592319012,0#0
5213,1592319220,0#0
5213,1592319275,0#0
5213,1592319338,0#0
5213,1592319384,0#0
5213,1592319424,0#0
5213,1592319470,0#0
5213,1592319848,0#0
5213,1592319975,0#0
5213,1592320141,0#0
